"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1884457883364180150","Wed Jan 29 04:25:45 +0000 2025","18281","Jepang? Bukan. Ini foto list orang oportunis &amp; buzzeRp yang dari selesai Pilpres sampai sekarang ga ada suara kritisnya soal kabinet yg gemuk program makan siang gratis hasrat tambah lahan sawit PPN 12% pemberian ampunan kepada koruptor &amp; berbagai kritik sipil yang lainnya. https://t.co/r4tRZWWyMt","1884457883364180150","https://pbs.twimg.com/media/Gibwc82aQAAoK0j.jpg","","in","Depok, Indonesia","100","112","4122","https://x.com/andikamalreza/status/1884457883364180150","499262326","andikamalreza"
"1884622498316394815","Wed Jan 29 15:19:52 +0000 2025","9","gue ga bilang program makan siang gratis itu salah ya tp lucu ga sih kalo denger program inu masuk ke prioritas utama presiden sementara pendidikan dan kesehatan masuk ke program prioritas pendukung wkwk negara kocak","1884622498316394815","","","in","idk where i belong ","0","1","1","https://x.com/beauvoirz/status/1884622498316394815","1463759543712710658","beauvoirz"
"1883396456981360853","Sun Jan 26 06:08:01 +0000 2025","64","perasaan kemaren buzzernya pada bikin konten kasian sama anak yang beneran makan ulat sagu.. untuk menjustifikasi program makan siang gratis hmmmmmm","1883396456981360853","","","in","Kastrat IMA FTUI 2025","0","1","4","https://x.com/kastratofe/status/1883396456981360853","1750438447263977472","kastratofe"
"1879418237198250217","Wed Jan 15 06:40:00 +0000 2025","1411","Sepekan Makan Bergizi Gratis DPR Terima Keluhan Murid-murid Bosan Menunya dan Rasa Tak Enak https://t.co/fbQoel9jUN","1879418237198250217","","","in","Indonesia","58","97","450","https://x.com/tempodotco/status/1879418237198250217","18129942","tempodotco"
"1883388939274523072","Sun Jan 26 05:38:09 +0000 2025","0","Dawn Dalem sender. Kenapa manggil-manggil? Mau dikasih makan siang gratis? https://t.co/BESGJsj8FD","1883388939274523072","","","in","19↑, Northeast Dawn","0","3","0","https://x.com/Inserveus/status/1883388939274523072","1815388993607041024","Inserveus"
"1876855364580196786","Wed Jan 08 04:56:03 +0000 2025","415","Makanan bergizi gratis (pembiayaan dari suami) hari ini menu sat-set 30 menit jadi. Sayur sop dan printilannya ga lupa tahu baksonya. Happy lunch https://t.co/xZV5ukDHUi","1876855364580196786","https://pbs.twimg.com/media/GgvuAMFaAAE62B0.jpg","","in","Denver, England","1","4","30","https://x.com/mounsoIeiI/status/1876855364580196786","1260932860317335556","mounsoIeiI"
"1881977601486422477","Wed Jan 22 08:50:21 +0000 2025","3277","@tempodotco Dulu Anies bikin program Makan Gratis. Melibatkan Kantin &amp; Komite Sekolah. Gak ada yang tersingkir. https://t.co/9IleLjM2Gt","1881987754797789384","https://pbs.twimg.com/media/Gh4p4cIaQAA-vm8.jpg","tempodotco","in","","29","26","294","https://x.com/hikmetNuraan/status/1881987754797789384","1446005683267125249","hikmetNuraan"
"1883284366291505649","Sat Jan 25 22:42:37 +0000 2025","749","Jadi gini seandainya soal kasus Pagar Laut itu ada menteri Prabowo satu biji saja yang mengatakan : 'Kami akan minta adili Jokowi'. Saya yakin rakyat akan ikut bahu membahu bantu pemerintahan prabowo termasuk akan rela urunan utk program makan siang gratis. Trus me it works!.","1883284366291505649","","","in","Bima Sakti, Bumi, Indonesia","3","35","206","https://x.com/abu_waras/status/1883284366291505649","2905814730","abu_waras"
"1883407880994615518","Sun Jan 26 06:53:25 +0000 2025","5","makan siang gratis https://t.co/gu4CVF7Seq","1883407880994615518","https://pbs.twimg.com/media/GiM1eVbaIAArr8h.jpg","","in","his hearts ִ ࣪𖤐.ᐟ","0","0","0","https://x.com/kissesnmee/status/1883407880994615518","1752874697828769792","kissesnmee"
"1876551990345670757","Tue Jan 07 08:50:33 +0000 2025","998","Makan Sedih Gratis ini mah bukan makan siang","1876551990345670757","","","in","","5","92","241","https://x.com/BudiBukanIntel/status/1876551990345670757","1794298849651212288","BudiBukanIntel"
"1878104610201575493","Sat Jan 11 15:40:07 +0000 2025","2141","program makan siang gratis [ tweet akan dihapus jika ada yg panas ️] https://t.co/6hrLforMU3","1878104610201575493","https://pbs.twimg.com/media/GhBeL_NboAAPbRR.jpg","","in","민원 RPS ","27","1","216","https://x.com/kittywhiteu/status/1878104610201575493","1715548228601643008","kittywhiteu"
"1883383753458004176","Sun Jan 26 05:17:33 +0000 2025","16","coba makan siang gratis kaya gini https://t.co/5NpX3TPttI","1883383753458004176","https://pbs.twimg.com/media/GiMfioeboAARrb_.jpg","","in","","0","1","0","https://x.com/arasshaaa/status/1883383753458004176","1632964485312057345","arasshaaa"
"1876963093391044844","Wed Jan 08 12:22:48 +0000 2025","788","@akuntwiter968 Oh ternyata byk juga ya ide Pak Anies yg di tiru.... Ada sumur resapan trus makan siang gratis... ","1876967789371514922","","akuntwiter968","in","","2","6","24","https://x.com/bamssoesilo1302/status/1876967789371514922","1683102700454711296","bamssoesilo1302"
"1872971680819364251","Sat Dec 28 11:43:41 +0000 2024","330","Program makan siang gratis belum mulai udah pada kena tipu. Puluhan katering merugi kena tipu Rp 72 Juta dijanjiin dapat tender program makan siang gratis. Lokasi Kediri Jatim. https://t.co/4JDASe7Cjf","1872971680819364251","https://pbs.twimg.com/ext_tw_video_thumb/1872971543833350144/pu/img/gQ7YjKaPdmjD-Nor.jpg","","in","Indonesia","13","56","132","https://x.com/Jumianto_RK/status/1872971680819364251","903306838552092672","Jumianto_RK"
"1884119939507970539","Tue Jan 28 06:02:53 +0000 2025","8"," You know you're poor- ketika sengaja gak makan pagi ditahan2 sampe makan siang biar sekalian - Pandji - jadi inget kala SD dapat makan siang gratis burjo + roti tawar. To me Jumat siang itu selalu menyenangkan. Makan enak hangat dan sejenak bisa lupa klo kita miskin. https://t.co/SlaUjI0twC","1884119939507970539","https://pbs.twimg.com/media/GiW8hF_XIAAuFdI.jpg","","in","North Sea","0","1","0","https://x.com/Adtarie/status/1884119939507970539","165640105","Adtarie"
"1881977601486422477","Wed Jan 22 08:10:00 +0000 2025","14963","Curhat Ibu Kantin: Mulai Dagang Nasi sejak 1983 Berhenti karena Makan Bergizi Gratis https://t.co/mLt8ZnLc57","1881977601486422477","","","in","Indonesia","407","313","2344","https://x.com/tempodotco/status/1881977601486422477","18129942","tempodotco"
